,usage_year,usage_month,geoid10,cust_loc_irr_area_sf,usage_et_amount,usage_ccf,cust_id_from_utility,cust_loc_hhsize,population,pop_LAR,efficiency_target_ccf,usage_date
1056,2011,8,60590423155021,5700.0,5.81,97,19,60.0,162,-0.99325177301,379.430941176,2011-08-01
1057,2011,8,60590423155022,16200.0,4.98,196,54,166.0,134,0.214147988406,349.372235294,2011-08-01
1058,2011,8,60590423171002,235432.0,5.23,793,28,136.0,108,0.230523658612,1059.10820078,2011-08-01
1059,2011,8,60590423171003,100322.0,5.23,281,18,72.0,41,0.563094052312,440.230549804,2011-08-01
1060,2011,8,60590423171004,108280.0,5.23,284,17,70.0,67,0.0438026226584,525.330384314,2011-08-01
1061,2011,8,60590423171005,253793.0,5.23,768,55,199.0,215,-0.0773332034032,1359.15629922,2011-08-01
1062,2011,8,60590423171006,66177.0,5.23,205,10,41.0,32,0.247836163905,301.325375294,2011-08-01
1064,2011,8,60590423171008,180034.0,5.23,779,20,85.0,220,-0.950976289862,1113.01266431,2011-08-01
1065,2011,8,60590423171009,411056.0,5.23,2364,72,305.0,198,0.432044745913,1869.97995922,2011-08-01
1066,2011,8,60590423172002,199895.0,5.23,1557,60,258.0,231,0.1105418744,1206.52605686,2011-08-01
1067,2011,8,60590423172003,438832.0,5.23,3003,116,481.0,376,0.246278126716,2359.47267137,2011-08-01
1068,2011,8,60590423172004,58359.0,5.37,477,22,91.0,67,0.306166887126,356.719337647,2011-08-01
1070,2011,8,60590423172006,95047.0,5.09,809,33,135.0,109,0.213926896209,562.967329804,2011-08-01
1071,2011,8,60590423173000,588043.0,5.09,4659,129,566.0,492,0.140115361711,3080.72003098,2011-08-01
1072,2011,8,60590423173002,98798.0,5.07,761,46,192.0,456,-0.864997437487,1339.81959294,2011-08-01
1075,2011,8,60590423173009,263704.0,5.09,2355,82,346.0,276,0.226037909341,1503.65910275,2011-08-01
1076,2011,8,60590423173010,78515.0,5.09,776,34,146.0,143,0.0207619914484,581.868743137,2011-08-01
1079,2011,8,60590423191011,373492.0,5.54,2620,103,437.0,472,-0.07704579049,2420.60692392,2011-08-01
1080,2011,8,60590423191012,120878.0,5.54,711,30,122.0,107,0.131192210271,682.472158431,2011-08-01
1081,2011,8,60590423191013,224331.0,5.54,1583,63,264.0,264,0.0,1410.88210118,2011-08-01
1082,2011,8,60590423191014,101678.0,5.54,806,35,149.0,160,-0.0712275092884,728.471923137,2011-08-01
1084,2011,8,60590423191017,726639.0,6.02,4043,278,1037.0,607,0.53555841717,4255.21510824,2011-08-01
1085,2011,8,60590423191018,80224.0,5.35,450,17,70.0,44,0.464305608131,383.191090196,2011-08-01
1086,2011,8,60590423191021,117790.0,5.48,656,32,128.0,148,-0.145182009844,756.796721569,2011-08-01
1087,2011,8,60590423191024,205921.0,5.48,1005,45,208.0,183,0.12805192686,1155.97452392,2011-08-01
1088,2011,8,60590423191025,81028.0,5.48,541,25,102.0,107,-0.0478560211776,532.051705098,2011-08-01
1089,2011,8,60590423191026,136454.0,5.48,911,34,141.0,185,-0.2715959347,906.600181961,2011-08-01
1091,2011,8,60590423192000,72876.0,4.99,860,96,342.0,316,0.0790685234757,939.492983529,2011-08-01
1092,2011,8,60590423192001,58111.0,5.13,485,36,149.0,166,-0.108041482411,564.916090588,2011-08-01
1093,2011,8,60590423192002,118373.0,5.16,1151,111,452.0,419,0.0758112599101,1331.46782588,2011-08-01
1097,2011,8,60590423201017,73316.0,5.18,598,44,180.0,174,0.0339015516757,637.008116078,2011-08-01
1099,2011,8,60590423201021,84191.0,5.26,707,55,223.0,444,-0.688652790972,1274.64153804,2011-08-01
1101,2011,8,60590423201024,17391.0,5.08,172,12,53.0,55,-0.0370412716803,180.221049412,2011-08-01
